Brand_id,Brand_name,Brand_description,Brand_url,Brand_image,Brand_isActive,Activefrom
"2099","Lipur Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2100","Tarks Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2101","Kelly Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2102","Trio Biotech Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2103","Mantri Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2104","Mahaja Pharmacare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2105","Jasbal Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2106","Kainos Curatives Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2107","Medlive Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2108","Diancecht Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2109","Holy Lifesciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2110","Romark Health Care","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2111","Aspire Remedies","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2112","Guard Ever Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2113","Depl Labotatories","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2114","Kpital Life Science","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2115","Navnidhi Life Science Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2116","Parkdes Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2117","Aton Remedies Llp","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2118","Lakshya Remedies Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2119","Marquess Genetica Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2120","Chemonix India Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2121","Charitra Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2122","Threos Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2123","Glorious Biotech","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2124","Silantro Pharma Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2125","Mavgit Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2126","Maxcare Pharmaceutical Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2127","Luxica Pharma Inc.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2128","Lucrose Pharma Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2129","Biogenomics Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2130","Eumedica Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2131","Dawn Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2132","Indo Pacific Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2133","Benito Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2134","Hfa Pharma Ethics Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2135","Vereor Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2136","Euromed Laboratories","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2137","Pharma India","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2138","Albiorix Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2139","OSR Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2140","Olympus Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2141","Naatson Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2142","Relief Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2143","Thrivex Lifesciences Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2144","H&B Wellness","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2145","Uniswen Medisciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2146","Aquina Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2147","Berbrick Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2148","Axa Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2149","Remedium Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2150","Sadok Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2151","National Chemical & Pharmaceuticals Works Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2152","Formosus Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2153","Daris Biocare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2154","Careability Healthcare LLP","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2155","Lance Biotech","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2156","Saillon Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2157","Biomax Life Sciences Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2158","Bilberry Pharmaceutical Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2159","NB Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2160","Orient Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2161","Augmentor Lifesciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2162","Elmex Drugs & Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2163","Nova Lifesciences Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2164","Foremost Marketing Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2165","Nddm Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2166","Proliva Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2167","Aeon Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2168","Runyon Healthcare India Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2169","Ayns Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2170","Procure Life Science Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2171","Altruist Pharmacia Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2172","Kj Laboratories Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2173","Quince Lifesciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2174","BMP Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2175","Profess Health Products  P  Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2176","American Remedies Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2177","Masaba Healthseries","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2178","Rellicure Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2179","Wellchem Healthcare LLP","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2180","P and  P Dermaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2181","Alcolabs","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2182","Conatus Healthcare Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2183","Winmark Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2184","Osasun Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2185","Riasma Lifesciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2186","Medihealth Biotech Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2187","Axeltis Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2188","Redosine Pharmaceutical Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2189","Medicowin Remedies (P) Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2190","Reba Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2191","Snyder Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2192","Nirvana India Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2193","Kava Drug","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2194","Madras Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2195","KPL Life Science Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2196","Valcret Lifesciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2197","Arya Lifesciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2198","Kenzar Pharma World","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2199","Primecure Medicine Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2200","Oriva Lifesciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2201","Nocnil Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2202","Biowest Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2203","Vibsun Pharmaceutical","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2204","Roxters Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2205","Radicals Pharma Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2206","Meditia Lab Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2207","Radius Wellness Inc.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2208","Bogs India (P) Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2209","Sancheti Biolabs","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2210","Medifit Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2211","Uniqure Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2212","Iasis Care","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2213","Nanshe","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2214","Brystlekone Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2215","Medtronix Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2216","Jodiac Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2217","Biosafe Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2218","Veterix Lifesciences Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2219","Instaray Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2220","Hermes Therapeutics Pvt Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2221","Phoenix Biotech","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2222","Chevron Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2223","Vensat Bio","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2224","Affluential Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2225","Renocis Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2226","Alcea Biotech Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2227","Florentius Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2228","Amedure Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2229","Axis Formulation","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2230","Laissez Faire Pharmaceuticals Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2231","Ace Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2232","Sunflower Phamaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2233","Arakind Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2234","Tanishq Lifecare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2235","Orphic Medicare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2236","Maaah Pharmaceuticals Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2237","RUV Pharma LLP","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2238","Delight Biopharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2239","Glomphy Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2240","Diasha Lifesciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2241","Analeptic Manufacturing India","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2242","Damrin Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2243","Altius Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2244","Biomedix Siomond Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2245","Rayon Remedies","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2246","Laksun Lifesciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2247","Horizon Bioceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2248","Actus Health Care","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2249","Meghraj Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2250","Next Wave India","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2251","Amrit Remedies Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2252","Unique Biotech","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2253","Gryphon Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2254","Richfield India Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2255","Avron Laboratories","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2256","Rollys Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2257","Lift Life Biotech Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2258","Nuberg Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2259","Remedium Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2260","Jassons Formulations","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2261","SR Biotech","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2262","Cosway Biosciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2263","Locus Pharma Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2264","Darwin Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2265","Allfam Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2266","Axilgrow Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2267","Lexiphar Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2268","Reko Medikament","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2269","Imperious Pharmaceutical Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2270","Citizen Laboratories Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2271","Rosette Aeon Lifecare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2272","Benz Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2273","Ayurlife Remedies Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2274","Health Biomed Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2275","Bio Ace Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2276","Glyco Remedies","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2277","Mattox Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2278","Curivo Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2279","Irza Life Science Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2280","Cruentus Pharmaceutical Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2281","Mactif Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2282","OSL Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2283","Cassel Research Laboratories Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2284","Finer Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2285","Human Pharmacia Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2286","Ramburg Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2287","Ginpax Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2288","Dr Arvind Lifescience Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2289","Sanitex Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2290","Bavium Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2291","Medissist Pharma Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2292","Bio Human Resources","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2293","Biozen pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2294","Care Benzorganics Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2295","Innovwell Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2296","Prashil Life Sciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2297","Amnicure Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2298","Moni Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2299","Benmed Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2300","Tengee Lifescience","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2301","Matish Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2302","Smitha Braun Laboratories Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2303","Adirex Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2304","LCB Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2305","Whoviaan Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2306","Shield Health Care Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2307","Hufort Health Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2308","Fischer Bio Science Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2309","Radley Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2310","Nodex Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2311","Rejoice Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2312","Gelmek Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2313","Morphil Life Sciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2314","Dexon Biotech Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2315","Macsys LifeSciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2316","Rensan Drugs Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2317","V S Medico","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2318","Raxter Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2319","Rivinor Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2320","Klingen Life Sciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2321","Rylox Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2322","KS Labs","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2323","Runyon Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2324","Mascon Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2325","Barley Lentil Vitamins Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2326","Ckn-Bio Remedies Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2327","Aurum Gold Life Science","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2328","Rowez Life Sciences Pvt. Ltd.","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2329","Medaure Health Care","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2330","Naos Lifescience","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2331","Alsun Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2332","Ampho Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2333","Kotiya Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2334","Janjaes Pharmaceutical Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2335","Phaedrus Life Science Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2336","Galgoties Pharmaceutical Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2337","ARP Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2338","Buddy's Medicare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2339","Glowcures Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2340","Worio Pharmaceutical Private","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2341","Aeomeds Healthcare Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2342","Ridill Healthcare Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2343","Biocordis Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2344","Unikind Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2345","Maxis Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2346","Ixontics Biosciences Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2347","Mickle Pharma","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2348","Rosa Lifesciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2349","Regal Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2350","Unicure Remedies Pvt  Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2351","Rion Lifesciences Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2352","Adisan Healthcare Pvt ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2353","Unicor Pharmaceuticals LLP","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2354","Richlyns Health Care","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2355","Fenestra Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2356","Nexbio Life Sciences","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2357","Red Planet Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2358","Spairowell Dermacare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2359","Verbiance Lifesciences Private Limited","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2360","Eigen Pharmaceuticals Pvt Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2361","Regent Pharmaceuticals","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2362","Edifice Healthcare","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
"2363","Vera Pharma Ltd","nothing","nothing","nothing","TRUE","1/1/2023 5:32:00 AM"
